UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days,Target_Customers
U100853,1,1,88,PR100017,ANDROID,PR100017,1,0,0
U119918,0,1,410,PR100017,LINUX,Product101,0,0,0
U101855,2,7,45,PR100166,WINDOWS,PR100390,5,7,0
U135225,0,0,69,Product101,WINDOWS,Product101,0,0,0
U117192,0,0,111,Product101,WINDOWS,Product101,0,0,0
U119350,0,6,67,PR100850,WINDOWS,PR100145,0,0,0
U128722,0,0,75,Product101,WINDOWS,PR101882,0,0,0
U112393,1,1,892,PR100193,LINUX,PR100193,1,0,0
U112479,1,1,607,PR100098,WINDOWS,PR100098,1,1,0
U129440,0,0,334,Product101,ANDROID,PR101814,0,0,0
U125409,0,2,423,PR100743,WINDOWS,Product101,0,0,0
U117060,1,1,1158,PR100010,ANDROID,PR100010,2,2,0
U115781,1,2,56,PR100102,ANDROID,PR100102,2,8,0
U117360,1,2,250,PR100872,WINDOWS,PR100872,2,1,0
U108876,1,3,678,PR100254,WINDOWS,PR100254,0,1,0
U135249,0,0,97,Product101,WINDOWS,PR100070,0,0,0
U132097,0,0,106,Product101,ANDROID,PR100200,0,0,0
U126115,0,3,117,PR100825,WINDOWS,PR100825,0,0,0
U122703,0,12,158,PR100262,LINUX,PR100363,0,0,0
U106404,3,6,345,PR100205,WINDOWS,PR100054,5,14,0
U126844,0,1,663,PR100134,WINDOWS,PR100134,0,0,0
U135720,0,0,719,Product101,ANDROID,PR102635,0,0,0
U102158,1,2,458,PR100244,WINDOWS,PR100244,1,1,0
U110817,1,1,82,PR100910,MAC OS X,Product101,0,1,0
U121006,0,1,130,PR100486,WINDOWS,PR100486,0,0,0
U124012,0,0,143,Product101,WINDOWS,PR100126,0,0,0
U124475,0,1,89,PR100206,ANDROID,PR100206,0,0,0
U133576,0,0,334,Product101,WINDOWS,PR100453,0,0,0
U112961,1,1,250,PR100054,LINUX,PR100054,1,0,0
U125117,0,1,184,PR100301,WINDOWS,Product101,0,0,0
U135512,0,0,128,Product101,WINDOWS,PR100030,0,0,0
U131113,0,0,48,Product101,WINDOWS,PR100095,0,0,0
U109334,2,10,192,PR101187,WINDOWS,PR100483,3,27,0
U118177,0,1,226,PR100142,WINDOWS,PR100166,0,0,0
U113692,1,1,52,PR100083,LINUX,PR100083,2,0,0
U124088,0,1,239,PR100102,ANDROID,PR100102,0,0,0
U109558,2,2,56,PR100010,ANDROID,PR100642,2,0,0
U108896,1,1,986,PR100499,ANDROID,Product101,0,0,0
U111614,1,1,122,PR101864,ANDROID,PR101864,1,0,0
U132040,0,0,97,Product101,MAC OS X,PR100152,0,0,0
U131870,0,0,57,Product101,WINDOWS,PR100390,0,0,0
U120555,0,1,1291,PR101009,WINDOWS,PR101009,0,0,0
U136032,0,0,1064,Product101,WINDOWS,PR100200,0,0,0
U101713,0,1,160,PR100102,ANDROID,PR100102,0,0,0
U103882,1,10,261,PR100120,WINDOWS,PR100055,1,1,0
U102386,1,1,1448,PR101475,WINDOWS,PR101475,2,0,0
U106202,0,0,1555,Product101,WINDOWS,PR100102,0,0,0
U125139,0,2,1657,PR100139,MAC OS X,PR100139,0,0,0
U136928,0,0,96,Product101,MAC OS X,PR100277,0,0,0
U107696,1,4,449,PR100209,ANDROID,PR100209,0,2,0
U131433,0,0,264,Product101,WINDOWS,PR100146,0,0,0
U133675,0,0,78,Product101,ANDROID,PR102804,0,0,0
U105286,1,2,161,PR100504,WINDOWS,PR100058,2,1,0
U105100,2,4,120,PR100102,WINDOWS,PR100910,1,3,0
U125881,0,1,334,PR100662,MAC OS X,PR100662,0,0,0
U101710,0,0,2096,Product101,WINDOWS,Product101,0,0,0
U109886,1,5,144,PR100166,ANDROID,PR101062,6,3,0
U128830,0,0,1720,Product101,WINDOWS,PR100147,0,0,0
U112004,1,1,123,PR100017,ANDROID,PR100017,1,0,0
U114582,1,4,1868,PR100047,WINDOWS,PR101551,2,3,0
U133119,0,0,83,Product101,WINDOWS,PR100241,0,0,0
U113784,1,7,168,PR100044,WINDOWS,PR100495,11,9,0
U132819,0,0,544,Product101,WINDOWS,PR101238,0,0,0
U134603,0,0,77,Product101,ANDROID,Product101,0,0,0
U115372,1,1,236,PR100664,WINDOWS,PR100664,2,0,0
U110059,1,0,677,Product101,WINDOWS,PR100829,0,0,0
U112959,1,1,51,PR102016,WINDOWS,PR102016,2,0,0
U117979,0,1,1088,PR101029,LINUX,PR101029,0,0,0
U113837,1,2,225,PR100313,WINDOWS,PR100313,1,1,0
U132798,0,0,53,Product101,ANDROID,PR101463,0,0,0
U130492,0,0,122,Product101,WINDOWS,Product101,0,0,0
U108988,2,6,80,PR100166,WINDOWS,PR100200,7,9,0
U108306,3,4,239,PR100181,WINDOWS,PR101037,2,2,0
U121534,0,1,42,PR100371,LINUX,Product101,0,0,0
U122643,0,1,344,PR100052,LINUX,PR100052,0,0,0
U120500,0,1,290,PR100024,MAC OS X,PR100024,0,0,0
U119417,0,1,93,PR100573,ANDROID,PR100573,0,0,0
U123698,0,1,88,PR101230,MAC OS X,PR101230,0,0,0
U127440,0,6,108,PR100166,WINDOWS,PR100390,0,0,0
U110665,1,1,129,PR100102,ANDROID,PR100102,1,1,0
U113049,1,2,370,PR100027,WINDOWS,PR100027,1,0,0
U114444,1,0,114,Product101,MAC OS X,Product101,2,0,0
U106306,1,2,58,PR100286,ANDROID,PR100500,1,0,0
U112200,1,1,423,PR100017,ANDROID,PR100017,1,0,0
U112537,1,2,892,PR100080,WINDOWS,PR100080,1,3,0
U109316,3,11,62,PR100885,MAC OS X,PR100219,36,34,1
U113713,2,3,74,PR100209,WINDOWS,PR100209,2,3,0
U115499,1,2,179,PR100017,ANDROID,PR100017,1,1,0
U130905,0,0,349,Product101,ANDROID,PR100812,0,0,0
U116529,1,1,723,PR101744,MAC OS X,PR101744,1,1,0
U108910,1,4,235,PR100003,WINDOWS,PR100003,3,2,0
U113728,1,4,54,PR100308,ANDROID,PR101039,1,0,0
U116805,1,1,76,PR100102,IOS,PR100102,2,5,0
U103310,5,6,95,PR100003,LINUX,PR101384,11,119,1
U110808,1,1,51,PR100015,WINDOWS,PR100015,1,0,0
U107284,1,1,1459,PR100263,WINDOWS,PR100616,0,0,0
U115188,1,1,621,PR100417,ANDROID,PR100417,1,1,0
U132087,0,0,182,Product101,WINDOWS,Product101,0,0,0
U133735,0,0,324,Product101,WINDOWS,PR100162,0,0,0
U104357,4,4,286,PR100339,ANDROID,PR100339,7,5,0
U120644,0,1,321,PR100362,WINDOWS,PR100362,0,0,0
U106041,3,3,97,PR100224,WINDOWS,PR100027,3,5,0
U106311,4,4,944,PR100166,WINDOWS,PR100166,5,9,0
U128526,0,0,189,Product101,WINDOWS,PR100743,0,0,0
U113360,2,5,1437,PR100017,WINDOWS,PR100293,3,4,0
U116026,1,7,100,PR100017,WINDOWS,PR100415,2,6,0
U118257,0,1,88,PR100147,WINDOWS,PR100147,0,0,0
U135888,0,0,1947,Product101,MAC OS X,Product101,0,0,0
U120529,0,17,108,PR100876,ANDROID,PR101062,0,0,0
U103098,1,1,1773,PR100488,MAC OS X,PR100017,0,2,0
U124818,0,2,341,PR100209,WINDOWS,PR100474,0,0,0
U109239,1,6,172,PR100401,ANDROID,PR100010,1,0,0
U119710,0,0,64,Product101,ANDROID,PR100313,0,0,0
U131737,0,0,107,Product101,WINDOWS,PR100250,0,0,0
U125163,0,2,102,PR100157,WINDOWS,PR100130,0,0,0
U110887,2,1,47,PR100184,ANDROID,PR100184,3,0,0
U112045,1,1,290,PR100200,WINDOWS,Product101,0,9,0
U112008,0,0,51,Product101,WINDOWS,PR100134,0,0,0
U118670,0,2,1064,PR100341,WINDOWS,PR100083,0,0,0
U105383,1,2,57,PR100241,ANDROID,PR100241,0,0,0
U126105,0,1,118,PR100021,WINDOWS,PR100021,0,0,0
U131515,0,0,830,Product101,ANDROID,PR100200,0,0,0
U113022,2,2,396,PR100152,LINUX,PR100003,3,0,0
U117318,1,1,345,PR100036,MAC OS X,PR100036,2,2,0
U135715,0,0,490,Product101,WINDOWS,PR101857,0,0,0
U111806,1,3,55,PR100470,ANDROID,PR100470,6,3,0
U108995,1,1,54,PR100145,WINDOWS,PR100145,1,0,0
U102468,1,4,45,PR100819,WINDOWS,PR100472,3,3,0
U111583,1,1,55,PR100094,LINUX,Product101,0,1,0
U112898,1,2,128,PR100028,WINDOWS,PR100121,2,1,0
U135384,0,0,45,Product101,WINDOWS,PR100060,0,0,0
U130940,0,0,248,Product101,WINDOWS,PR100200,0,0,0
U117922,0,1,51,PR100047,WINDOWS,Product101,0,0,0
U123696,0,2,632,PR100017,WINDOWS,PR100017,0,0,0
U120819,0,0,57,Product101,IOS,Product101,0,0,0
U125614,0,0,658,Product101,WINDOWS,PR100312,0,0,0
U114903,1,1,1050,PR100366,WINDOWS,PR100366,1,0,0
U106656,3,7,221,PR100430,ANDROID,PR100039,6,2,0
U112569,0,0,74,Product101,MAC OS X,PR100892,0,0,0
U123937,0,1,395,PR100125,MAC OS X,PR100125,0,0,0
U112033,1,2,340,PR100184,ANDROID,PR100184,1,0,0
U119081,0,2,644,PR101083,WINDOWS,PR101083,0,0,0
U132464,0,0,61,Product101,WINDOWS,PR111442,0,0,0
U101680,3,7,1431,PR101042,WINDOWS,PR101367,5,11,0
U131678,0,0,236,Product101,ANDROID,PR100017,0,0,0
U112324,1,1,539,PR100017,WINDOWS,PR100017,1,2,0
U117959,0,3,149,PR100181,WINDOWS,PR100166,0,0,0
U127689,0,1,1180,PR100014,MAC OS X,PR100014,0,0,0
U128149,0,1,945,PR100432,MAC OS X,PR101321,0,0,0
U119432,0,1,201,PR100133,WINDOWS,PR100133,0,0,0
U116814,1,1,76,PR100102,ANDROID,PR100102,2,3,0
U108195,2,2,120,PR100017,WINDOWS,PR100017,3,7,0
U103589,2,1,129,PR100613,WINDOWS,PR100613,2,0,0
U119353,0,2,67,PR100224,WINDOWS,PR100224,0,0,0
U115380,1,2,275,PR100739,ANDROID,PR100281,1,0,0
U130505,0,0,299,Product101,ANDROID,PR100102,0,0,0
U117799,1,2,292,PR100073,ANDROID,PR100073,1,0,0
U109931,1,1,48,PR100017,ANDROID,PR100017,1,0,0
U114041,1,1,1099,PR100157,WINDOWS,PR100157,1,0,0
U113654,1,1,499,PR100279,MAC OS X,PR100279,1,0,0
U133723,0,0,210,Product101,WINDOWS,Product101,0,0,0
U109687,1,1,159,PR100017,WINDOWS,PR100017,1,0,0
U105406,2,2,339,PR103001,ANDROID,PR100543,1,0,0
U112729,2,4,296,PR101448,WINDOWS,PR100098,0,9,0
U136359,0,0,45,Product101,MAC OS X,PR101108,0,0,0
U118198,0,2,736,PR100166,WINDOWS,PR100240,0,0,0
U107307,1,1,1584,PR100325,ANDROID,Product101,0,1,0
U134298,0,0,338,Product101,WINDOWS,Product101,0,0,0
U136764,0,0,46,Product101,WINDOWS,PR101437,0,0,0
U134117,0,0,625,Product101,WINDOWS,PR100614,0,0,0
U135721,0,0,446,Product101,WINDOWS,PR101526,0,0,0
U136170,0,0,61,Product101,WINDOWS,PR100200,0,0,0
U118361,0,1,83,PR100017,MAC OS X,Product101,0,0,0
U136088,0,0,677,Product101,ANDROID,PR100200,0,0,0
U103202,1,2,1242,PR100821,ANDROID,PR100821,2,0,0
U115159,1,2,181,PR100741,WINDOWS,PR100741,1,2,0
U134392,0,0,50,Product101,WINDOWS,PR100166,0,0,0
U104124,1,2,239,PR100386,WINDOWS,PR100386,1,2,0
U129897,0,0,45,Product101,ANDROID,PR100070,0,0,0
U127125,0,1,60,PR100085,MAC OS X,PR100085,0,0,0
U126929,0,1,61,PR100013,WINDOWS,PR100013,0,0,0
U135869,0,0,375,Product101,ANDROID,Product101,0,0,0
U121540,0,2,58,PR100200,ANDROID,PR100200,0,0,0
U123680,0,3,2069,PR100063,WINDOWS,PR100223,0,0,0
U128633,0,0,812,Product101,ANDROID,PR101814,0,0,0
U135363,0,0,162,Product101,MAC OS X,Product101,0,0,0
U113178,2,1,826,PR101546,WINDOWS,PR101546,2,1,0
U129474,0,0,78,Product101,WINDOWS,PR100500,0,0,0
U111392,2,5,59,PR100145,ANDROID,PR100145,5,1,0
U114380,1,3,633,PR100642,ANDROID,PR100991,2,1,0
U104650,2,3,123,PR100003,WINDOWS,PR100279,2,5,0
U123206,0,1,1749,PR100688,ANDROID,PR100688,0,0,0
U131498,0,0,54,Product101,WINDOWS,Product101,0,0,0
U100354,4,17,802,PR100390,WINDOWS,PR100390,38,64,1
U101796,6,16,145,PR101148,WINDOWS,PR100036,20,25,1
U110438,0,0,69,Product101,WINDOWS,PR100070,0,0,0
U127674,0,1,61,PR100390,WINDOWS,PR100390,0,0,0
U132364,0,0,234,Product101,ANDROID,PR100901,0,0,0
U119598,0,1,363,PR100243,WINDOWS,Product101,0,0,0
U116346,1,1,523,PR100117,WINDOWS,PR100117,1,0,0
U112470,1,1,51,PR100357,WINDOWS,PR100060,0,2,0
U124531,0,2,192,PR100040,WINDOWS,PR100040,0,0,0
U128973,0,0,641,Product101,WINDOWS,PR100453,0,0,0
U114770,1,2,132,PR100017,ANDROID,PR100458,1,4,0
U120068,0,1,1021,PR100095,ANDROID,PR100095,0,0,0
U119665,0,2,76,PR100073,ANDROID,PR100102,0,0,0
U100718,2,2,74,PR100234,ANDROID,Product101,0,0,0
U125612,0,2,66,PR100219,WINDOWS,PR100219,0,0,0
U102079,0,1,241,PR100355,MAC OS X,PR100355,0,0,0
U116092,0,1,339,PR100723,ANDROID,PR100723,0,0,0
U105074,2,4,70,PR100142,WINDOWS,PR100197,1,3,0
U121904,0,0,123,Product101,ANDROID,PR100200,0,0,0
U113602,1,1,200,PR100055,WINDOWS,Product101,0,4,0
U100649,2,1,181,PR100106,ANDROID,PR100106,3,1,0
U112253,2,5,673,PR100065,WINDOWS,PR100403,5,22,0
U111932,1,2,722,PR100071,WINDOWS,PR100071,1,8,0
U107529,2,13,102,PR100102,WINDOWS,PR101490,6,15,0
U113441,1,1,285,PR100069,WINDOWS,Product101,0,0,0
U123198,0,1,54,PR100258,ANDROID,PR100258,0,0,0
U109025,2,2,78,PR100113,MAC OS X,PR100060,2,1,0
U128582,0,0,99,Product101,MAC OS X,PR100451,0,0,0
U123828,0,0,681,Product101,WINDOWS,Product101,0,0,0
U112506,1,2,1444,PR100350,WINDOWS,PR101474,0,9,0
U125899,0,1,51,PR100055,LINUX,PR100055,0,0,0
U121393,0,1,42,PR101146,ANDROID,PR101146,0,0,0
U107620,1,3,751,PR100558,WINDOWS,PR100017,2,7,0
U123715,0,1,77,PR100086,MAC OS X,Product101,0,0,0
U118790,0,1,316,PR100166,WINDOWS,PR100166,0,0,0
U104666,0,5,143,PR100910,MAC OS X,PR100885,0,0,0
U134289,0,0,394,Product101,ANDROID,PR100102,0,0,0
U126856,0,1,95,PR100771,WINDOWS,PR100771,0,0,0
U130529,0,0,67,Product101,WINDOWS,PR100121,0,0,0
U106652,0,0,579,Product101,MAC OS X,PR100446,0,0,0
U108629,1,1,74,PR100028,WINDOWS,Product101,0,1,0
U131262,0,0,505,Product101,WINDOWS,PR100166,0,0,0
U119382,0,4,67,PR100850,LINUX,PR100145,0,0,0
U133639,0,0,417,Product101,WINDOWS,PR100390,0,0,0
U106593,2,9,259,PR100017,ANDROID,PR103384,4,5,0
U100316,3,10,70,PR100105,WINDOWS,PR100187,8,10,0
U128879,0,0,298,Product101,WINDOWS,PR100250,0,0,0
U102239,6,13,88,PR100997,LINUX,PR100997,36,43,1
U133764,0,0,66,Product101,WINDOWS,Product101,0,0,0
U117369,1,2,1165,PR100017,WINDOWS,PR100166,3,4,0
U101977,1,1,47,PR100393,WINDOWS,Product101,1,1,0
U108869,1,2,306,PR100099,WINDOWS,PR101625,1,0,0
U124709,0,1,1264,PR102689,WINDOWS,PR100200,0,0,0
U119191,0,1,81,PR100276,ANDROID,PR100276,0,0,0
U115532,1,2,817,PR100145,ANDROID,PR100145,3,0,0
U125919,0,1,496,PR100496,ANDROID,PR100496,0,0,0
U120418,0,1,77,PR100240,WINDOWS,PR100240,0,0,0
U123432,0,3,180,PR100080,WINDOWS,PR100192,0,0,0
U128939,0,0,296,Product101,WINDOWS,PR100108,0,0,0
U100862,3,8,707,PR100135,WINDOWS,PR100177,2,25,0
U120858,0,1,57,PR101011,ANDROID,PR101011,0,0,0
U109970,1,3,70,PR100558,ANDROID,PR100017,3,11,0
U112954,1,4,123,PR100097,ANDROID,PR100910,2,0,0
U121439,0,8,149,PR100558,WINDOWS,PR100045,0,0,0
U130581,0,0,1179,Product101,ANDROID,PR100812,0,0,0
U124425,0,2,113,PR100017,WINDOWS,PR100017,0,0,0
U112834,0,0,59,Product101,ANDROID,PR100241,0,0,0
U110552,3,5,87,PR100200,WINDOWS,PR100200,6,33,0
U108257,2,1,70,PR100071,WINDOWS,PR100071,1,37,0
U132736,0,0,306,Product101,WINDOWS,Product101,0,0,0
U108944,1,1,270,PR100200,WINDOWS,PR100200,1,0,0
U113582,1,1,174,PR100850,IOS,PR100850,1,0,0
U115020,1,2,140,PR100359,MAC OS X,PR100137,1,0,0
U134858,0,0,568,Product101,WINDOWS,PR100378,0,0,0
U119386,0,7,67,PR100850,WINDOWS,PR100147,0,0,0
U112366,2,1,307,PR100209,WINDOWS,PR100209,1,3,0
U118291,0,1,650,PR100327,MAC OS X,PR100327,0,0,0
U127866,0,1,805,PR100798,WINDOWS,PR100798,0,0,0
U136797,0,0,2256,Product101,ANDROID,PR101702,0,0,0
U118070,0,1,44,PR100020,WINDOWS,PR100020,0,0,0
U121597,0,1,129,PR100017,WINDOWS,PR100017,0,0,0
U127039,0,2,621,PR100539,IOS,PR100539,0,0,0
U133515,0,0,78,Product101,ANDROID,PR100319,0,0,0
U122533,0,1,173,PR100565,MAC OS X,PR100565,0,0,0
U116890,1,10,71,PR100070,ANDROID,PR100910,24,6,0
U124199,0,1,105,PR100102,ANDROID,PR100102,0,0,0
U108303,0,0,52,Product101,ANDROID,PR100633,0,0,0
U109661,0,1,353,PR100330,WINDOWS,PR100330,0,0,0
U134465,0,0,59,Product101,WINDOWS,PR100609,0,0,0
U121903,0,1,199,PR100030,WINDOWS,Product101,0,0,0
U118673,0,1,51,PR100071,LINUX,PR100071,0,0,0
U104011,0,0,220,Product101,WINDOWS,PR100793,0,0,0
U128573,0,0,314,Product101,WINDOWS,PR100885,0,0,0
U126708,0,1,350,PR100051,ANDROID,PR100051,0,0,0
U107492,1,3,47,PR100275,WINDOWS,PR100200,2,26,0
U105403,2,29,1224,PR100258,WINDOWS,PR100560,17,24,1
U136859,0,0,576,Product101,MAC OS X,Product101,0,0,0
U126979,0,1,474,PR100126,ANDROID,Product101,0,0,0
U100493,0,0,61,Product101,WINDOWS,PR100302,0,0,0
U114234,1,1,97,PR100200,ANDROID,PR100200,1,0,0
U105598,2,5,1239,PR100733,WINDOWS,PR100014,2,2,0
U129746,0,0,1097,Product101,LINUX,Product101,0,0,0
U135716,0,0,75,Product101,WINDOWS,PR100150,0,0,0
U106703,1,1,1019,PR100180,WINDOWS,PR100180,0,1,0
U109577,1,1,88,PR100321,WINDOWS,PR100321,0,2,0
U100119,1,1,795,PR100146,WINDOWS,PR100146,1,0,0
U101631,3,10,807,PR100859,WINDOWS,PR100515,12,15,0
U125677,0,2,271,PR100650,WINDOWS,PR100650,0,0,0
U107496,0,0,51,Product101,ANDROID,PR100102,0,0,0
U126448,0,1,116,PR100252,WINDOWS,PR100252,0,0,0
U123635,0,1,339,PR100436,WINDOWS,Product101,0,0,0
U135534,0,0,47,Product101,WINDOWS,PR100261,0,0,0
U124922,0,2,678,PR100017,WINDOWS,Product101,0,0,0
U102648,1,2,62,PR100031,WINDOWS,PR101339,1,0,0
U132623,0,0,69,Product101,WINDOWS,PR100070,0,0,0
U111266,2,3,1219,PR100578,WINDOWS,PR100446,2,105,0
U118838,0,1,792,PR101051,MAC OS X,Product101,0,0,0
U121893,0,1,169,PR100102,ANDROID,Product101,0,0,0
U113920,1,1,720,PR101339,MAC OS X,PR101339,1,1,0
U111239,1,1,247,PR100850,ANDROID,PR100850,1,0,0
U105865,1,0,1396,Product101,ANDROID,Product101,0,1,0
U111007,1,1,70,PR100885,ANDROID,PR100885,1,0,0
U117186,1,3,92,PR100910,ANDROID,PR100910,6,1,0
U128458,0,0,809,Product101,ANDROID,PR100102,0,0,0
U117753,1,1,79,PR100428,WINDOWS,Product101,1,1,0
U118133,0,4,233,PR100906,WINDOWS,PR100906,0,0,0
U132749,0,0,427,Product101,WINDOWS,PR100102,0,0,0
U108064,2,4,183,PR100102,ANDROID,PR100102,5,12,0
U106026,1,1,47,PR100571,WINDOWS,PR100571,1,0,0
U131816,0,0,317,Product101,MAC OS X,PR100041,0,0,0
U119348,0,1,122,PR100017,WINDOWS,PR100017,0,0,0
U111311,1,1,63,PR100339,WINDOWS,PR100339,1,0,0
U107280,4,8,119,PR100055,WINDOWS,PR100055,6,11,0
U126011,0,3,465,PR100823,WINDOWS,PR100017,0,0,0
U108448,0,1,70,PR100070,LINUX,PR100070,0,0,0
U105515,2,1,164,PR100872,ANDROID,Product101,1,1,0
U134137,0,0,62,Product101,WINDOWS,PR100432,0,0,0
U100935,0,2,326,PR100118,WINDOWS,PR100166,0,0,0
U122620,0,5,211,PR100768,WINDOWS,PR100768,0,0,0
U127414,0,0,83,Product101,WINDOWS,PR100423,0,0,0
U117059,1,2,75,PR100241,ANDROID,PR100910,3,2,0
U102992,1,5,1580,PR100515,WINDOWS,PR100166,5,12,0
U126674,0,4,117,PR100469,WINDOWS,PR100219,0,0,0
U126563,0,0,47,Product101,WINDOWS,Product101,0,0,0
U117386,1,1,399,PR100010,ANDROID,Product101,0,3,0
U130074,0,0,285,Product101,WINDOWS,PR100113,0,0,0
U126428,0,1,157,PR100578,WINDOWS,PR100578,0,0,0
U134067,0,0,227,Product101,WINDOWS,PR100850,0,0,0
U124067,0,2,133,PR100192,WINDOWS,PR100192,0,0,0
U105801,1,2,112,PR100359,WINDOWS,PR100359,2,1,0
U131973,0,0,44,Product101,WINDOWS,PR100390,0,0,0
U115763,0,1,252,PR100017,ANDROID,PR100017,0,0,0
U125175,0,3,1370,PR100069,WINDOWS,PR100069,0,0,0
U134385,0,0,58,Product101,ANDROID,PR101535,0,0,0
U108966,2,1,355,PR100102,ANDROID,PR100102,1,6,0
U105365,1,2,87,PR100341,IOS,PR101116,0,3,0
U129518,0,0,141,Product101,WINDOWS,PR100453,0,0,0
U131865,0,0,517,Product101,ANDROID,PR101031,0,0,0
U134190,0,0,671,Product101,MAC OS X,Product101,0,0,0
U135002,0,0,268,Product101,WINDOWS,PR100192,0,0,0
U119091,0,1,1189,PR101431,ANDROID,PR101431,0,0,0
U123280,0,3,2109,PR100723,WINDOWS,PR100723,0,0,0
U114050,1,1,515,PR100028,ANDROID,PR100028,1,0,0
U136172,0,0,841,Product101,ANDROID,Product101,0,0,0
U116857,1,4,90,PR100010,WINDOWS,PR102323,4,30,0
U113278,1,4,118,PR100558,WINDOWS,PR100147,1,1,0
U126729,0,2,118,PR100015,UBUNTU,Product101,0,0,0
U129614,0,0,1420,Product101,ANDROID,PR100102,0,0,0
U100399,1,2,592,PR100159,ANDROID,PR100369,1,0,0
U128670,0,0,1372,Product101,WINDOWS,PR100265,0,0,0
U115149,0,1,47,PR100102,ANDROID,PR100102,0,0,0
U128587,0,0,399,Product101,MAC OS X,Product101,0,0,0
U114816,1,1,168,PR100115,ANDROID,PR100115,1,0,0
U134435,0,0,625,Product101,MAC OS X,Product101,0,0,0
U117265,1,12,390,PR100561,MAC OS X,PR100561,0,1,0
U116694,1,1,62,PR100017,ANDROID,Product101,0,2,0
U114290,1,4,1657,PR100390,WINDOWS,PR100390,4,2,0
U127304,0,1,120,PR100341,WINDOWS,PR100341,0,0,0
U126046,0,1,50,PR100739,ANDROID,PR100739,0,0,0
U121873,0,2,933,PR100059,WINDOWS,PR100128,0,0,0
U130646,0,0,1508,Product101,ANDROID,Product101,0,0,0
U134094,0,0,144,Product101,WINDOWS,PR100224,0,0,0
U134264,0,0,62,Product101,ANDROID,PR100102,0,0,0
U133532,0,0,53,Product101,WINDOWS,PR101262,0,0,0
U105753,1,1,824,PR100255,ANDROID,PR100255,1,0,0
U108212,2,6,233,PR100450,WINDOWS,PR100026,5,4,0
U125667,0,1,742,PR100859,WINDOWS,PR100859,0,0,0
U102506,1,1,98,PR101238,WINDOWS,PR100142,0,0,0
U113889,1,0,1550,Product101,WINDOWS,Product101,1,0,0
U103477,2,27,216,PR102309,WINDOWS,PR100441,5,4,0
U102195,2,7,101,PR101194,WINDOWS,PR100097,10,1,0
U130214,0,0,228,Product101,ANDROID,Product101,0,0,0
U103283,1,1,46,PR102226,WINDOWS,PR102226,1,0,0
U136579,0,0,264,Product101,WINDOWS,PR100047,0,0,0
U117787,1,3,892,PR100266,ANDROID,PR100266,2,0,0
U133729,0,0,207,Product101,MAC OS X,PR100859,0,0,0
U127131,0,2,93,PR100910,WINDOWS,PR100910,0,0,0
U100208,1,6,42,PR100636,MAC OS X,PR100152,1,3,0
U134509,0,0,144,Product101,MAC OS X,Product101,0,0,0
U102604,6,14,158,PR100166,WINDOWS,PR100166,41,49,1
U108515,3,6,130,PR100044,ANDROID,PR100551,3,10,0
U134326,0,0,502,Product101,WINDOWS,PR100737,0,0,0
U104062,1,1,1459,PR100469,WINDOWS,PR100469,1,2,0
U118342,0,3,683,PR100099,WINDOWS,PR100051,0,0,0
U134110,0,0,60,Product101,WINDOWS,PR100192,0,0,0
U107147,2,6,1065,PR101062,WINDOWS,PR101062,6,5,0
U134855,0,0,46,Product101,ANDROID,Product101,0,0,0
U128510,0,0,375,Product101,ANDROID,PR100069,0,0,0
U132435,0,0,138,Product101,ANDROID,Product101,0,0,0
U129143,0,0,236,Product101,WINDOWS,PR102165,0,0,0
U122906,0,0,192,Product101,ANDROID,PR100017,0,0,0
U127064,0,1,653,PR100017,WINDOWS,PR100017,0,0,0
U131381,0,0,707,Product101,ANDROID,PR101151,0,0,0
U136226,0,0,42,Product101,LINUX,PR100572,0,0,0
U131862,0,0,424,Product101,ANDROID,PR101814,0,0,0
U131940,0,0,492,Product101,ANDROID,PR103498,0,0,0
U123667,0,0,481,Product101,WINDOWS,PR101340,0,0,0
U120933,0,1,51,PR100102,ANDROID,PR100102,0,0,0
U131651,0,0,47,Product101,ANDROID,PR101851,0,0,0
U108014,2,3,793,PR100390,WINDOWS,PR100390,2,5,0
U104946,1,2,1220,PR101515,WINDOWS,PR103056,1,1,0
U105896,2,5,51,PR100144,WINDOWS,PR100017,3,5,0
U106253,1,1,310,PR100021,WINDOWS,PR100223,0,5,0
U111839,1,2,444,PR100010,ANDROID,PR100369,0,1,0
U108847,1,6,409,PR100017,WINDOWS,PR100123,6,10,0
U102547,2,2,1066,PR100266,WINDOWS,PR100266,1,11,0
U108319,2,6,48,PR100219,MAC OS X,PR100219,4,4,0
U135564,0,0,92,Product101,ANDROID,Product101,0,0,0
U104604,2,7,432,PR100515,WINDOWS,PR100166,4,13,0
U128265,0,1,328,PR100371,WINDOWS,PR100371,0,0,0
U132239,0,0,341,Product101,ANDROID,PR100739,0,0,0
U121000,0,11,47,PR100166,WINDOWS,PR100406,0,0,0
U133630,0,0,271,Product101,WINDOWS,PR100154,0,0,0
U127417,0,2,182,PR100613,WINDOWS,PR100200,0,0,0
U127480,0,0,62,Product101,WINDOWS,PR100060,0,0,0
U125930,0,1,239,PR100579,WINDOWS,PR100579,0,0,0
U133153,0,0,1148,Product101,ANDROID,PR100319,0,0,0
