UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U127289,0,1,454,PR100178,WINDOWS,PR100178,0,0
U108301,1,3,56,PR100484,ANDROID,PR100484,1,2
U113752,1,1,197,PR101039,ANDROID,PR101039,1,0
U106823,1,1,108,PR100187,ANDROID,PR100187,1,0
U121827,0,0,814,Product101,WINDOWS,PR100393,0,0
U108586,4,4,960,PR100010,ANDROID,PR100962,3,2
U126963,0,2,262,PR101051,WINDOWS,PR100017,0,0
U109295,1,2,212,PR100069,WINDOWS,PR101129,2,1
U123286,0,2,53,PR100281,ANDROID,PR100282,0,0
U114862,1,1,57,PR100859,ANDROID,PR100859,1,0
U132188,0,0,808,Product101,ANDROID,PR100102,0,0
U120009,0,3,358,PR100307,WINDOWS,PR100307,0,0
U109230,1,1,474,PR100250,MAC OS X,PR100250,1,1
U123116,0,16,1083,PR100287,WINDOWS,PR104200,0,0
U118093,0,2,515,PR100321,ANDROID,PR100257,0,0
U133430,0,0,107,Product101,ANDROID,PR100319,0,0
U108792,2,1,370,PR100707,WINDOWS,Product101,1,3
U119346,0,2,67,PR100224,WINDOWS,PR100224,0,0
U115572,1,2,246,PR100145,ANDROID,PR100017,1,5
U124393,0,0,74,Product101,WINDOWS,PR100102,0,0
U120453,0,1,1628,PR100250,ANDROID,PR100250,0,0
U107876,1,1,1300,PR100234,ANDROID,PR100234,2,0
U107895,1,4,72,PR100390,WINDOWS,PR100390,5,5
U118142,0,3,251,PR101879,ANDROID,PR101879,0,0
U122686,0,3,159,PR100017,WINDOWS,PR100017,0,0
U134913,0,0,1078,Product101,LINUX,PR100294,0,0
U134095,0,0,963,Product101,WINDOWS,PR100005,0,0
U111498,1,1,412,PR100102,MAC OS X,PR100102,1,0
U105050,1,1,55,PR100017,WINDOWS,PR100017,1,2
U116659,1,2,312,PR100121,MAC OS X,PR100121,1,1
U104775,1,2,370,PR100047,WINDOWS,PR100002,1,0
U120674,0,1,78,PR101111,MAC OS X,PR102072,0,0
U130859,0,0,575,Product101,WINDOWS,PR100332,0,0
U128323,0,2,82,PR100006,WINDOWS,PR100006,0,0
U108350,1,1,314,PR100010,ANDROID,PR100010,1,0
U123615,0,2,53,PR101011,WINDOWS,PR101011,0,0
U132289,0,0,52,Product101,ANDROID,Product101,0,0
U111211,2,2,2210,PR100591,WINDOWS,PR100591,3,1
U107482,1,1,500,PR100234,ANDROID,Product101,0,1
U136633,0,0,204,Product101,MAC OS X,PR101042,0,0
U114514,1,2,388,PR100177,WINDOWS,Product101,2,64
U102442,3,2,892,PR101337,LINUX,PR101337,5,0
U134681,0,0,1093,Product101,ANDROID,PR102165,0,0
U107672,0,1,354,PR100319,ANDROID,PR100319,0,0
U120180,0,1,1138,PR100102,WINDOWS,PR100102,0,0
U115562,1,5,47,PR100017,WINDOWS,PR100390,4,14
U135993,0,0,392,Product101,WINDOWS,Product101,0,0
U101902,0,1,304,PR100102,WINDOWS,PR100102,0,0
U118210,0,1,83,PR100085,WINDOWS,PR100085,0,0
U118864,0,0,143,Product101,WINDOWS,PR100102,0,0
U129109,0,0,225,Product101,LINUX,PR100102,0,0
U107006,2,5,207,PR100036,WINDOWS,PR100013,1,2
U134203,0,0,44,Product101,MAC OS X,Product101,0,0
U136719,0,0,248,Product101,WINDOWS,Product101,0,0
U110200,1,2,242,PR100850,WINDOWS,PR100145,3,0
U120662,0,4,49,PR100060,WINDOWS,PR100355,0,0
U121693,0,3,1944,PR100219,ANDROID,PR100219,0,0
U104111,3,2,311,PR100393,WINDOWS,PR100393,3,0
U116005,1,1,77,PR100945,ANDROID,PR100945,1,1
U108588,1,1,889,PR100102,ANDROID,PR100102,1,7
U115364,1,1,404,PR100030,WINDOWS,PR100030,1,10
U107786,1,1,510,PR100498,ANDROID,PR100498,2,0
U121351,0,1,289,PR100017,ANDROID,PR100017,0,0
U115459,1,2,248,PR100145,ANDROID,PR100145,10,13
U112011,1,1,239,PR100923,WINDOWS,PR100923,1,9
U133465,0,0,1075,Product101,WINDOWS,PR100309,0,0
U121392,0,0,1964,Product101,ANDROID,PR100465,0,0
U123909,0,2,448,PR100406,WINDOWS,PR100406,0,0
U110226,2,3,1112,PR100003,WINDOWS,PR100339,2,10
U103738,2,4,368,PR100355,WINDOWS,PR100193,5,0
U128853,0,0,435,Product101,WINDOWS,PR100106,0,0
U104866,1,1,861,PR100236,WINDOWS,PR100236,1,0
U109539,0,0,57,Product101,ANDROID,PR100413,0,0
U116328,1,3,47,PR100667,MAC OS X,PR100667,1,2
U101452,1,1,263,PR100102,WINDOWS,PR100102,1,0
U131887,0,0,103,Product101,ANDROID,PR100200,0,0
U136858,0,0,87,Product101,WINDOWS,PR100469,0,0
U101481,4,7,913,PR100390,WINDOWS,PR100263,13,12
U114643,1,4,1080,PR101009,WINDOWS,PR100592,4,0
U113141,1,1,108,PR100241,WINDOWS,PR100241,1,1
U131396,0,0,64,Product101,WINDOWS,PR100133,0,0
U112701,1,1,294,PR100053,WINDOWS,PR100053,1,0
U132084,0,0,198,Product101,WINDOWS,PR100219,0,0
U125931,0,1,1236,PR100051,WINDOWS,PR100051,0,0
U127989,0,3,51,PR100984,WINDOWS,PR100876,0,0
U122706,0,1,137,PR100030,MAC OS X,PR100030,0,0
U134232,0,0,414,Product101,WINDOWS,PR100003,0,0
U106695,1,2,161,PR100017,ANDROID,PR100015,0,1
U119833,0,1,322,PR101137,WINDOWS,Product101,0,0
U131401,0,0,1085,Product101,WINDOWS,PR100121,0,0
U110800,2,2,146,PR100393,ANDROID,PR100458,1,4
U105651,1,1,536,PR101944,WINDOWS,PR101944,1,0
U106451,4,21,820,PR100400,ANDROID,PR100089,18,0
U104966,2,5,86,PR100166,WINDOWS,PR100390,7,5
U135765,0,0,89,Product101,MAC OS X,PR100413,0,0
U112738,2,4,860,PR100406,ANDROID,PR100946,6,5
U125767,0,1,119,PR100744,WINDOWS,Product101,0,0
U130058,0,0,108,Product101,WINDOWS,PR110881,0,0
U105205,3,2,96,PR100024,WINDOWS,PR100030,0,29
U133223,0,0,186,Product101,WINDOWS,PR100072,0,0
U118472,0,1,149,PR100296,WINDOWS,PR100296,0,0
U119586,0,2,80,PR100156,WINDOWS,PR100156,0,0
U128810,0,0,119,Product101,WINDOWS,Product101,0,0
U108804,2,3,273,PR100017,WINDOWS,PR100390,6,12
U108295,0,0,550,Product101,ANDROID,PR100234,0,0
U130538,0,0,404,Product101,MAC OS X,PR100829,0,0
U114122,1,2,523,PR100390,WINDOWS,PR100390,1,0
U103741,4,15,164,PR100340,ANDROID,PR101151,18,23
U131345,0,0,975,Product101,WINDOWS,PR100200,0,0
U122085,0,1,68,PR100200,ANDROID,PR100200,0,0
U119986,0,1,64,PR101249,ANDROID,PR101249,0,0
U128835,0,0,1438,Product101,WINDOWS,Product101,0,0
U129586,0,0,154,Product101,MAC OS X,Product101,0,0
U127512,0,1,383,PR100102,ANDROID,PR100102,0,0
U127164,0,1,144,PR100178,WINDOWS,PR100178,0,0
U106205,2,1,290,PR100017,ANDROID,PR100017,1,3
U111168,2,6,1987,PR100479,LINUX,PR100975,5,15
U124991,0,2,351,PR101041,WINDOWS,PR101339,0,0
U116045,1,1,668,PR100352,ANDROID,PR100352,2,0
U123457,0,1,48,PR100217,WINDOWS,PR100217,0,0
U127011,0,1,149,PR100517,WINDOWS,PR100517,0,0
U135664,0,0,74,Product101,WINDOWS,PR100064,0,0
U124638,0,1,374,PR100282,IOS,PR100282,0,0
U132442,0,0,92,Product101,WINDOWS,Product101,0,0
U120258,0,0,132,Product101,ANDROID,PR100181,0,0
U108249,1,1,367,PR100157,WINDOWS,PR100157,1,0
U107858,1,4,59,PR100102,WINDOWS,PR104578,1,1
U108470,3,1,56,PR100733,ANDROID,PR100733,3,0
U136393,0,0,115,Product101,ANDROID,PR100028,0,0
U109480,1,1,54,PR100769,WINDOWS,PR100769,1,13
U135344,0,0,1666,Product101,ANDROID,PR100631,0,0
U115467,1,2,246,PR100145,ANDROID,PR100145,4,2
U104473,2,2,87,PR100126,WINDOWS,PR100843,1,2
U129631,0,0,51,Product101,WINDOWS,PR100180,0,0
U116382,1,1,1126,PR100510,WINDOWS,PR100510,1,0
U103048,0,2,2049,PR101111,WINDOWS,PR101111,0,0
U105659,1,2,1199,PR100017,ANDROID,PR101058,1,0
U118820,0,0,241,Product101,WINDOWS,PR100086,0,0
U127694,0,0,47,Product101,MAC OS X,Product101,0,0
U100766,4,36,1228,PR100246,WINDOWS,PR101265,28,69
U124766,0,1,1702,PR100406,WINDOWS,Product101,0,0
U111439,1,1,272,PR100470,ANDROID,PR100470,1,1
U104380,2,2,65,PR100089,ANDROID,PR101814,0,1
U120246,0,2,100,PR101234,ANDROID,PR102654,0,0
U104695,1,1,84,PR100182,ANDROID,Product101,0,0
U108860,1,3,109,PR100889,WINDOWS,PR100800,2,1
U105521,2,6,534,PR100545,ANDROID,PR100873,2,0
U133198,0,0,44,Product101,WINDOWS,PR100844,0,0
U127693,0,5,46,PR100166,WINDOWS,PR100166,0,0
U136520,0,0,81,Product101,LINUX,PR100157,0,0
U104496,2,3,514,PR100252,WINDOWS,PR100458,3,2
U111326,2,2,45,PR100005,WINDOWS,PR100197,2,2
U122327,0,1,85,PR101320,ANDROID,PR101320,0,0
U123168,0,1,203,PR100743,ANDROID,PR100743,0,0
U135978,0,0,48,Product101,WINDOWS,PR100152,0,0
U116273,1,1,45,PR100102,ANDROID,PR100102,4,0
U115297,1,1,75,PR100253,MAC OS X,PR100253,1,1
U135741,0,0,305,Product101,ANDROID,PR100178,0,0
U118964,0,1,95,PR100318,WINDOWS,PR100318,0,0
U113706,1,5,921,PR100139,ANDROID,PR100557,1,4
U104362,1,2,108,PR100498,ANDROID,PR100498,1,1
U125680,0,1,49,PR100771,ANDROID,PR100771,0,0
U115426,1,2,59,PR100145,ANDROID,PR100145,4,4
U127455,0,1,1344,PR100051,WINDOWS,PR100051,0,0
U101545,0,1,619,PR101355,WINDOWS,PR100318,0,0
U134393,0,0,77,Product101,WINDOWS,Product101,0,0
U133122,0,0,730,Product101,LINUX,PR100017,0,0
U133796,0,0,1298,Product101,ANDROID,Product101,0,0
U135304,0,0,51,Product101,ANDROID,PR101781,0,0
U136267,0,0,605,Product101,WINDOWS,PR100187,0,0
U128017,0,4,82,PR100017,WINDOWS,PR100673,0,0
U118255,0,1,1186,PR101143,WINDOWS,PR101143,0,0
U121286,0,1,42,PR101013,WINDOWS,PR101013,0,0
U134140,0,0,44,Product101,WINDOWS,PR100869,0,0
U129369,0,0,598,Product101,ANDROID,PR100507,0,0
U133222,0,0,48,Product101,IOS,PR100200,0,0
U135714,0,0,843,Product101,WINDOWS,PR100934,0,0
U110936,1,2,59,PR100078,LINUX,PR100268,0,0
U123958,0,2,87,PR100997,ANDROID,PR100997,0,0
U118061,0,4,271,PR100102,ANDROID,PR100102,0,0
U103042,0,1,2335,PR100204,ANDROID,PR100204,0,0
U105318,1,1,620,PR100086,WINDOWS,PR100086,1,0
U102452,1,1,254,PR100556,WINDOWS,PR100556,1,0
U132048,0,0,160,Product101,WINDOWS,PR100102,0,0
U119719,0,2,313,PR100587,WINDOWS,PR100018,0,0
U109816,2,4,50,PR100184,ANDROID,PR100444,5,4
U115204,1,1,51,PR100036,WINDOWS,PR100036,0,1
U131868,0,0,94,Product101,ANDROID,PR100023,0,0
U112587,1,1,544,PR100102,ANDROID,PR100102,1,0
U132401,0,0,94,Product101,IOS,PR100113,0,0
U102578,0,0,239,Product101,WINDOWS,PR100047,0,0
U100115,1,5,49,PR100134,MAC OS X,PR100997,3,35
U124726,0,1,59,PR100803,ANDROID,PR100803,0,0
U112706,1,1,244,PR100200,WINDOWS,PR100243,0,1
U117485,1,2,1764,PR100747,WINDOWS,PR101624,0,109
U120691,0,2,173,PR100492,MAC OS X,Product101,0,0
U133693,0,0,380,Product101,WINDOWS,PR100339,0,0
U104360,1,11,461,PR100403,WINDOWS,PR100369,2,1
U126930,0,1,305,PR100868,ANDROID,PR100868,0,0
U111864,1,2,303,PR100436,WINDOWS,PR100436,2,1
U118853,0,1,423,PR100238,WINDOWS,PR100238,0,0
U118883,0,0,1112,Product101,WINDOWS,PR100088,0,0
U104925,1,2,72,PR100108,ANDROID,PR100108,3,4
U132914,0,0,84,Product101,IOS,PR100390,0,0
U121165,0,1,52,PR101111,ANDROID,PR101111,0,0
U108128,3,3,585,PR100102,ANDROID,PR100040,5,7
U101604,5,40,1206,PR100166,WINDOWS,PR100859,49,22
U112383,1,1,999,PR100082,WINDOWS,Product101,0,2
U123298,0,0,51,Product101,ANDROID,PR100258,0,0
U115570,1,7,55,PR100028,WINDOWS,PR100859,5,12
U124079,0,1,314,PR100340,WINDOWS,PR100340,0,0
U126717,0,3,104,PR100070,ANDROID,PR100070,0,0
U129633,0,0,843,Product101,ANDROID,PR100340,0,0
U126269,0,2,116,PR100849,WINDOWS,PR100849,0,0
U136897,0,0,116,Product101,WINDOWS,PR100646,0,0
U129795,0,0,47,Product101,WINDOWS,PR100409,0,0
U126677,0,3,52,PR100859,ANDROID,PR100859,0,0
U111213,1,1,643,PR100044,WINDOWS,Product101,0,0
U109533,0,0,79,Product101,WINDOWS,PR100017,0,0
U123681,0,0,477,Product101,WINDOWS,PR101065,0,0
U125584,0,3,66,PR100017,ANDROID,PR100028,0,0
U111844,1,1,107,PR100664,WINDOWS,PR100664,2,0
U101967,2,7,2354,PR100095,WINDOWS,PR100390,11,7
U123070,0,1,875,PR100014,WINDOWS,PR100320,0,0
U113490,2,1,402,PR101257,WINDOWS,PR100390,2,3
U121769,0,1,159,PR100471,WINDOWS,PR100471,0,0
U104355,1,1,654,PR100773,WINDOWS,PR100773,1,0
U112174,1,10,281,PR100102,WINDOWS,PR100390,12,35
U103688,0,1,893,PR100152,ANDROID,Product101,0,0
U125926,0,1,163,PR100188,WINDOWS,Product101,0,0
U113907,0,1,610,PR100488,ANDROID,PR100488,0,0
U107655,1,1,180,PR100548,WINDOWS,PR100548,0,6
U122172,0,1,117,PR100017,WINDOWS,PR100017,0,0
U129547,0,0,69,Product101,WINDOWS,PR100219,0,0
U130930,0,0,1101,Product101,MAC OS X,PR100471,0,0
U110293,1,1,172,PR100469,ANDROID,PR100469,1,0
U130889,0,0,688,Product101,ANDROID,PR100102,0,0
U119741,0,3,197,PR100251,WINDOWS,PR100005,0,0
U115196,1,1,71,PR100859,ANDROID,PR100859,1,0
U101856,1,1,284,PR100948,ANDROID,PR100948,1,0
U125380,0,1,91,PR100017,WINDOWS,Product101,0,0
U129934,0,0,997,Product101,WINDOWS,PR100030,0,0
U131052,0,0,325,Product101,WINDOWS,PR100330,0,0
U127536,0,1,1985,PR100944,WINDOWS,Product101,0,0
U126847,0,1,480,PR100720,ANDROID,PR100720,0,0
U108163,1,2,66,PR100028,WINDOWS,PR100209,2,0
U132753,0,0,109,Product101,WINDOWS,PR100166,0,0
U133981,0,0,438,Product101,WINDOWS,PR100877,0,0
U127496,0,0,73,Product101,WINDOWS,Product101,0,0
U107941,0,0,77,Product101,WINDOWS,PR100102,0,0
U111723,1,18,148,PR100406,WINDOWS,PR100470,10,5
U127068,0,1,568,PR100064,WINDOWS,Product101,0,0
U108294,5,7,714,PR100102,ANDROID,PR100108,8,23
U106077,1,1,89,PR100253,WINDOWS,Product101,0,8
U110002,1,0,427,Product101,ANDROID,Product101,1,0
U131291,0,0,457,Product101,ANDROID,PR100340,0,0
U131938,0,0,684,Product101,WINDOWS,Product101,0,0
U118703,0,1,223,PR100282,ANDROID,Product101,0,0
U107567,1,1,58,PR100170,WINDOWS,PR100170,1,5
U126879,0,3,73,PR100166,WINDOWS,PR100166,0,0
U133846,0,0,54,Product101,WINDOWS,Product101,0,0
U135858,0,0,510,Product101,ANDROID,PR100102,0,0
U121946,0,1,286,PR100095,WINDOWS,PR100095,0,0
U111328,1,2,359,PR101030,MAC OS X,PR100017,5,5
U115909,0,1,182,PR100406,ANDROID,PR100206,0,0
U122605,0,0,349,Product101,ANDROID,PR100209,0,0
U101829,2,2,303,PR100946,WINDOWS,PR100946,5,2
U123640,0,1,338,PR100540,WINDOWS,PR100540,0,0
U113091,1,3,195,PR100036,WINDOWS,PR100036,2,2
U105847,1,2,1956,PR100102,MAC OS X,PR100025,1,0
U105288,4,16,1864,PR100986,WINDOWS,PR100210,14,8
U104080,2,3,213,PR101305,ANDROID,PR101305,1,7
U120851,0,1,234,PR100206,WINDOWS,PR100194,0,0
U103103,4,5,1502,PR100060,ANDROID,PR100928,7,1
U115578,1,2,298,PR101098,MAC OS X,PR101098,1,0
U106929,1,1,57,PR100025,ANDROID,Product101,0,1
U109007,3,5,1104,PR100209,WINDOWS,PR100119,5,24
U131230,0,0,96,Product101,WINDOWS,PR100064,0,0
U121711,0,2,65,PR100145,WINDOWS,PR100028,0,0
U125987,0,1,475,PR100301,LINUX,PR100301,0,0
U105223,3,8,600,PR100390,WINDOWS,PR100390,21,16
U120091,0,4,290,PR100539,WINDOWS,PR100539,0,0
U125494,0,1,1349,PR101135,WINDOWS,PR101135,0,0
U119952,0,7,1204,PR100017,WINDOWS,PR100166,0,0
U131571,0,0,56,Product101,WINDOWS,Product101,0,0
U104709,1,5,86,PR101221,WINDOWS,PR102843,4,0
U130144,0,0,116,Product101,WINDOWS,PR100166,0,0
U104963,1,5,1048,PR100017,WINDOWS,PR100773,13,27
U123267,0,1,56,PR100481,WINDOWS,PR100481,0,0
U117180,0,1,83,PR100017,ANDROID,Product101,0,0
U105562,1,2,244,PR100054,WINDOWS,PR100054,0,0
U120245,0,1,1163,PR100434,ANDROID,PR100434,0,0
U122927,0,0,1083,Product101,ANDROID,Product101,0,0
U133357,0,0,608,Product101,ANDROID,PR100200,0,0
U114348,1,5,730,PR100017,MAC OS X,PR106607,3,4
U131990,0,0,114,Product101,WINDOWS,PR100546,0,0
U129694,0,0,220,Product101,WINDOWS,Product101,0,0
U103151,0,0,348,Product101,ANDROID,Product101,0,0
U135622,0,0,103,Product101,WINDOWS,Product101,0,0
U128388,0,0,2094,Product101,WINDOWS,Product101,0,0
U128786,0,0,61,Product101,ANDROID,Product101,0,0
U101141,1,17,231,PR100017,WINDOWS,PR100760,6,7
U132212,0,0,124,Product101,WINDOWS,PR100296,0,0
U122348,0,2,352,PR100051,WINDOWS,PR100051,0,0
U115901,1,1,356,PR100017,ANDROID,PR100017,1,3
U111337,2,3,206,PR100219,IOS,PR100219,4,0
U105420,1,2,120,PR100873,WINDOWS,PR100873,1,2
U119637,0,2,62,PR100321,ANDROID,PR100321,0,0
U106726,2,4,1386,PR100015,WINDOWS,PR100017,4,1
U114717,1,2,648,PR100406,WINDOWS,PR100246,0,55
U124921,0,1,81,PR100268,WINDOWS,Product101,0,0
U111949,2,14,183,PR100415,WINDOWS,PR100113,6,5
U117775,1,1,106,PR101042,MAC OS X,PR101042,0,1
U114026,0,4,412,PR100017,WINDOWS,PR101723,0,0
U131077,0,0,122,Product101,WINDOWS,Product101,0,0
U134813,0,0,1507,Product101,WINDOWS,Product101,0,0
U124590,0,13,256,PR100017,WINDOWS,PR100444,0,0
U118356,0,1,61,PR100692,MAC OS X,PR100692,0,0
U108037,3,5,120,PR100142,WINDOWS,PR100630,2,2
U126682,0,0,795,Product101,ANDROID,PR100178,0,0
U113663,1,6,171,PR100017,WINDOWS,PR100885,1,2
U106073,1,3,122,PR100135,WINDOWS,PR100041,1,11
U126332,0,1,197,PR100102,ANDROID,Product101,0,0
U104266,3,1,83,PR100609,WINDOWS,PR100609,2,4
U122073,0,3,329,PR101313,WINDOWS,PR101313,0,0
U108849,3,3,124,PR100041,WINDOWS,PR100178,3,18
U107945,1,1,134,PR100017,WINDOWS,PR100017,1,0
U105781,0,4,84,PR107713,WINDOWS,PR105517,0,0
U117690,1,2,79,PR100428,WINDOWS,PR100428,1,1
U116541,1,2,101,PR100226,WINDOWS,PR100546,0,1
U123176,0,0,311,Product101,WINDOWS,PR100018,0,0
U106753,3,9,75,PR100200,WINDOWS,PR100200,7,49
U105261,2,2,473,PR100268,WINDOWS,PR100017,1,27
U104730,2,1,180,PR100348,ANDROID,PR100348,1,2
U123042,0,1,220,PR100102,ANDROID,PR100102,0,0
U121582,0,2,1568,PR101148,WINDOWS,PR100017,0,0
U124970,0,1,166,PR101741,WINDOWS,PR101741,0,0
U108864,2,2,1268,PR100017,ANDROID,PR100017,1,9
U115388,1,2,58,PR100910,ANDROID,PR100910,6,4
U135798,0,0,568,Product101,ANDROID,Product101,0,0
U115068,1,3,288,PR100052,WINDOWS,PR101292,0,3
U107848,1,1,384,PR100102,IOS,PR100102,1,0
U110024,1,4,117,PR100909,WINDOWS,PR103246,2,1
U100281,0,2,836,PR100720,ANDROID,PR100806,0,0
U121005,0,2,1048,PR100017,IOS,PR100017,0,0
U136622,0,0,217,Product101,WINDOWS,PR101022,0,0
U122356,0,3,2256,PR101225,WINDOWS,PR102471,0,0
U131437,0,0,74,Product101,ANDROID,PR100102,0,0
U109255,1,2,273,PR101004,WINDOWS,PR101004,2,5
U120117,0,1,95,PR100406,WINDOWS,PR100406,0,0
U101000,1,2,1763,PR100047,WINDOWS,PR100435,0,1
U122934,0,3,1622,PR100275,WINDOWS,PR101072,0,0
U116865,1,8,278,PR100083,WINDOWS,PR100083,5,25
U122194,0,1,444,PR100503,ANDROID,PR100503,0,0
U135514,0,0,47,Product101,WINDOWS,PR100152,0,0
U135548,0,0,44,Product101,WINDOWS,Product101,0,0
U124993,0,1,232,PR100268,ANDROID,PR100739,0,0
U127363,0,3,289,PR100501,WINDOWS,PR100015,0,0
U110379,1,4,52,PR100166,WINDOWS,PR100040,0,1
U105678,0,1,48,PR100086,WINDOWS,PR100086,0,0
U134669,0,0,1423,Product101,UBUNTU,PR100859,0,0
U111722,2,1,2256,PR101035,ANDROID,PR101035,2,1
U129960,0,0,44,Product101,WINDOWS,PR100673,0,0
U134699,0,0,101,Product101,WINDOWS,PR100200,0,0
U104990,1,6,114,PR100017,WINDOWS,PR100390,8,11
U113415,1,1,706,PR102057,MAC OS X,PR102057,1,0
U123358,0,1,65,PR100654,WINDOWS,Product101,0,0
U104948,2,4,59,PR100051,ANDROID,PR102273,4,7
U132346,0,0,65,Product101,WINDOWS,PR100251,0,0
U117942,0,1,624,PR100085,WINDOWS,PR100085,0,0
U120903,0,1,77,PR100428,WINDOWS,PR100428,0,0
U134882,0,0,868,Product101,WINDOWS,PR110353,0,0
U119659,0,4,67,PR100147,WINDOWS,PR100781,0,0
U111023,2,3,124,PR100036,WINDOWS,PR100036,6,6
U116592,1,2,45,PR100357,WINDOWS,PR100401,0,3
U125555,0,1,47,PR100060,WINDOWS,PR100060,0,0
U123553,0,1,730,PR100219,WINDOWS,PR100219,0,0
U113838,1,1,1021,PR102843,ANDROID,Product101,0,0
U131827,0,0,284,Product101,WINDOWS,PR100123,0,0
U121849,0,2,380,PR100248,WINDOWS,PR100248,0,0
U108768,1,1,87,PR100234,LINUX,PR100234,1,1
U136493,0,0,86,Product101,ANDROID,PR100070,0,0
U124178,0,4,171,PR100017,WINDOWS,PR100244,0,0
U102068,4,3,1195,PR100102,MAC OS X,PR100102,5,8
U115442,2,1,64,PR101289,ANDROID,PR101289,2,0
U125650,0,3,1078,PR100166,WINDOWS,PR100390,0,0
U127254,0,0,462,Product101,WINDOWS,PR100311,0,0
U136324,0,0,358,Product101,ANDROID,PR100219,0,0
U124107,0,2,59,PR100047,MAC OS X,PR100102,0,0
U100731,1,3,194,PR100134,WINDOWS,PR100134,2,0
U111832,2,1,751,PR100342,ANDROID,PR100342,2,0
U128014,0,3,115,PR100070,ANDROID,PR100070,0,0
U125268,0,2,1529,PR100080,WINDOWS,PR100080,0,0
U125384,0,2,66,PR100621,WINDOWS,PR100621,0,0
U130437,0,0,143,Product101,ANDROID,Product101,0,0
U102481,0,0,176,Product101,WINDOWS,PR100055,0,0
U123632,0,0,94,Product101,WINDOWS,PR100273,0,0
U114147,1,3,227,PR100142,WINDOWS,PR100142,2,1
U115756,1,1,62,PR100115,ANDROID,Product101,0,0
U124679,0,2,281,PR100276,WINDOWS,PR100276,0,0
U130277,0,0,377,Product101,WINDOWS,PR100123,0,0
U112191,1,2,720,PR100401,WINDOWS,PR100401,3,10
U109414,3,4,46,PR100044,MAC OS X,PR106057,5,0
U119451,0,0,51,Product101,WINDOWS,Product101,0,0
U105434,3,8,335,PR100142,WINDOWS,PR100706,6,6
U103517,0,2,2256,PR100411,MAC OS X,PR100411,0,0
U129129,0,0,528,Product101,LINUX,PR100110,0,0
U105989,2,5,438,PR100166,WINDOWS,PR100707,3,0
U120962,0,1,315,PR100017,ANDROID,PR100017,0,0
U119293,0,6,107,PR100348,WINDOWS,PR100348,0,0
U129402,0,0,313,Product101,WINDOWS,PR100224,0,0
U128516,0,0,412,Product101,ANDROID,Product101,0,0
U104594,1,5,97,PR100852,ANDROID,PR100134,2,0
U113259,1,0,1680,Product101,WINDOWS,PR100750,1,0
U128899,0,0,1263,Product101,WINDOWS,PR100085,0,0
U111819,1,1,1039,PR101651,WINDOWS,PR101651,1,1
U120848,0,1,235,PR100153,WINDOWS,PR100153,0,0
U134076,0,0,1005,Product101,ANDROID,PR100895,0,0
U106110,1,1,361,PR100071,ANDROID,Product101,0,1
U104123,1,1,59,PR100206,UBUNTU,PR100206,1,0
U129400,0,0,226,Product101,WINDOWS,PR100030,0,0
U122884,0,1,83,PR100190,WINDOWS,Product101,0,0
U121694,0,2,244,PR100017,WINDOWS,PR100051,0,0
U124517,0,1,83,PR100027,WINDOWS,Product101,0,0
U128029,0,2,250,PR100758,MAC OS X,PR100758,0,0
U117840,1,1,100,PR100017,ANDROID,PR100017,1,0
U117830,1,1,65,PR100036,WINDOWS,PR100036,0,14
U130578,0,0,308,Product101,WINDOWS,PR100102,0,0
U101002,1,1,635,PR100472,ANDROID,PR100472,1,0
U127599,0,1,800,PR100492,WINDOWS,PR100492,0,0
U131108,0,0,50,Product101,WINDOWS,PR100901,0,0
U126724,0,1,104,PR100070,ANDROID,PR100070,0,0
U127158,0,1,78,PR100254,WINDOWS,PR100254,0,0
U111719,1,0,348,Product101,ANDROID,Product101,0,1
U100012,1,5,123,PR100055,MAC OS X,PR100055,6,14
U124731,0,1,1126,PR100086,WINDOWS,PR100086,0,0
U105689,1,1,222,PR100025,ANDROID,PR100025,1,1
U123858,0,1,607,PR100595,WINDOWS,Product101,0,0
U109649,1,1,54,PR100102,ANDROID,PR100102,1,6
U124937,0,1,61,PR100269,MAC OS X,PR100269,0,0
U119828,0,2,105,PR100119,WINDOWS,PR100119,0,0
U101331,0,1,49,PR100015,WINDOWS,PR100015,0,0
U136715,0,0,85,Product101,ANDROID,PR100469,0,0
U124043,0,3,454,PR101732,WINDOWS,PR100312,0,0
U126165,0,3,1458,PR100522,WINDOWS,PR100088,0,0
U128636,0,0,127,Product101,WINDOWS,PR100052,0,0
U130641,0,0,79,Product101,WINDOWS,PR100390,0,0
U117216,1,4,1103,PR100474,WINDOWS,PR100474,0,2
U120675,0,1,425,PR100017,WINDOWS,PR100017,0,0
U130381,0,0,409,Product101,WINDOWS,PR100102,0,0
U100224,1,1,62,PR100039,ANDROID,PR100039,1,0
U129938,0,0,545,Product101,ANDROID,Product101,0,0
U105995,4,18,390,PR100561,WINDOWS,PR100000,9,34
U121106,0,1,126,PR101148,WINDOWS,PR101148,0,0
U100245,3,13,1865,PR100593,ANDROID,PR100014,22,18
U104346,1,2,97,PR100050,WINDOWS,PR100015,1,20
U120140,0,2,1881,PR100266,WINDOWS,PR100266,0,0
U132997,0,0,117,Product101,MAC OS X,PR100787,0,0
